Customer ID,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Population,Gender_Female,Gender_Male,Gender_nan,Married_No,Married_Yes,Married_nan,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_nan,Phone Service_No,Phone Service_Yes,Phone Service_nan,Multiple Lines_No,Multiple Lines_Yes,Multiple Lines_nan,Internet Service_No,Internet Service_Yes,Internet Service_nan,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Internet Type_nan,Online Security_No,Online Security_Yes,Online Security_nan,Online Backup_No,Online Backup_Yes,Online Backup_nan,Device Protection Plan_No,Device Protection Plan_Yes,Device Protection Plan_nan,Premium Tech Support_No,Premium Tech Support_Yes,Premium Tech Support_nan,Streaming TV_No,Streaming TV_Yes,Streaming TV_nan,Streaming Movies_No,Streaming Movies_Yes,Streaming Movies_nan,Streaming Music_No,Streaming Music_Yes,Streaming Music_nan,Unlimited Data_No,Unlimited Data_Yes,Unlimited Data_nan,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Contract_nan,Paperless Billing_No,Paperless Billing_Yes,Paperless Billing_nan,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Payment Method_nan,Churn Category
0650-BWOZN,0.29508196721311475,0.0,33.362575,-117.299644,0.0,0.4594594594594595,0.5103020604120825,0.18823529411764706,0.6750609260763607,0.3480343440880096,0.5639440765268579,0.355242768595041,0.2505190796857464,0.326316819395918,0.0,0.19625777651137388,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0562-FGDCR,0.5737704918032787,0.0,34.903052,-118.411251,0.0,0.0,0.0,0.3411764705882353,0.19877374182816915,0.0019702782656928902,0.5639440765268579,0.355242768595041,0.0,0.0012159244287078587,0.0,0.14181507337227525,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
6688-UZPWD,0.08196721311475409,0.2222222222222222,33.721917,-118.043237,0.36363636363636365,0.4594594594594595,0.8205641128225646,0.0,0.04549147034930953,0.08411528150134048,0.5639440765268579,0.355242768595041,0.4028338945005612,0.18072366737525902,0.5,0.30682433395070524,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2905-KFQUV,0.06557377049180328,0.0,37.305622,-122.000887,0.0,0.08108108108108109,0.4316863372674534,0.8352941176470589,0.5735174654752235,0.0607492835351761,0.5639440765268579,0.38106921487603274,0.042384960718294055,0.05722120291219754,0.5,0.3568409555017334,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9720-JJJOR,0.36065573770491804,0.0,39.672813,-120.456699,0.7272727272727273,0.9054054054054054,0.3424684936987398,0.0,0.10109860353564662,0.21871244337616716,0.5639440765268579,0.3552427685950404,0.32664421997755333,0.25541939357650706,0.5,0.003058365389181745,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5236-PERKL,0.04918032786885246,0.0,33.362575,-117.299644,0.0,0.013513513513513514,0.8087617523504701,0.3176470588235294,0.6798963289621291,0.01879564574281224,0.5639440765268579,0.355242768595041,0.022687991021324353,0.020153905592750616,0.5,0.19625777651137388,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
0394-YONDK,0.45901639344262296,0.0,34.018354,-117.85492,0.0,0.0,0.6547309461892378,0.0,0.09723028122703184,0.000756910418785245,0.5639440765268579,0.355242768595041,0.009183501683501682,0.0030749340607694616,0.5,0.4285320795934843,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-1
0396-HUJBP,0.29508196721311475,0.0,33.362575,-117.299644,0.18181818181818182,0.10810810810810811,0.8479695939187837,0.23529411764705882,0.4859966732428146,0.06638277711010446,0.5639440765268579,0.355242768595041,0.10704545454545454,0.07973336633779284,0.5,0.19625777651137388,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,-1
8200-LGKSR,0.22950819672131148,0.0,33.958149,-118.308441,0.0,0.47297297297297297,0.17003400680136027,0.0,0.0309852616920042,0.07744175834334843,0.5639440765268579,0.355242768595041,0.08585858585858586,0.08142177859471249,0.5,0.44742365959063496,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3279-DYZQM,0.21311475409836064,0.0,33.362575,-117.299644,0.0,0.4189189189189189,0.4604563202644201,0.23529411764705882,0.475012575646432,0.2605566816947356,0.5689359601539706,0.37276462323874204,0.21114990763169084,0.2516841893545393,0.5,0.19625777651137388,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
